probe_id	gene	chrom	chromStart	chromEnd	strand	functional_region	is_promoter	dist_to_tss	cgi_relation	cgi_id	probe_class	annotation_source
cg08065231	ZNF177,ZNF559-ZNF177	chr19	9363007	9363009	-	TSS1500	True	-1203.0	S_Shelf		reference_real_stats	imputed_from_region_mix
cg07519235	GPRC5B	chr16	19883655	19883657	+	gene_body	False	38999.0	Island		reference_real_stats	imputed_from_region_mix
cg05937737	AC026316.4,SLC7A14;SLC7A14-AS1	chr3	170585750	170585752	-	TSS1500	True	-1313.0	Island		reference_real_stats	imputed_from_region_mix
cg09233392	C10orf53	chr10	49679441	49679443	-	5UTR_1stExon	False	26531.0	OpenSea		reference_real_stats	imputed_from_region_mix
cg14644001	PRRT1	chr6	32148875	32148877	+	intergenic	False	37170.0	Island		reference_real_stats	imputed_from_region_mix
cg06173663	CUX1	chr7	101936648	101936650	+	gene_body	False	30620.0	N_Shore		reference_real_stats	imputed_from_region_mix
cg16536855	HK1	chr10	69278560	69278562	+	intergenic	False	33877.0	OpenSea		reference_real_stats	imputed_from_region_mix
cg06083330	POU4F2	chr4	146640050	146640052	-	TSS200	True	-477.0	OpenSea		reference_real_stats	imputed_from_region_mix
cg12427162	SFT2D2	chr1	168229249	168229251	+	5UTR_1stExon	False	19785.0	OpenSea		reference_real_stats	imputed_from_region_mix
cg21306240	EPHA10	chr1	37765172	37765174	-	TSS200	True	-164.0	Island		reference_real_stats	imputed_from_region_mix
cg03306374	PRKCB	chr16	23836003	23836005	+	TSS200	True	-245.0	OpenSea		reference_real_stats	imputed_from_region_mix
cg14958969	MYT1L	chr2	1939041	1939043	+	gene_body	False	34595.0	Island		reference_real_stats	imputed_from_region_mix
cg23746497	LIN28B,LIN28B-AS1	chr6	104940792	104940794	-	intergenic	False	10142.0	N_Shore		reference_real_stats	imputed_from_region_mix
cg11906781	BABAM2,MRPL33	chr2	27960526	27960528	-	gene_body	False	15466.0	OpenSea		reference_real_stats	imputed_from_region_mix
cg13158272	AC005520.2,MIDEAS	chr14	73790470	73790472	+	gene_body	False	25904.0	OpenSea		reference_real_stats	imputed_from_region_mix
cg08445802		chr6	84772893	84772895	+	TSS1500	True	-1220.0	Island		reference_real_stats	imputed_from_region_mix
cg13445796	DBX1	chr11	20160178	20160180	+	5UTR_1stExon	False	13637.0	N_Shelf		reference_real_stats	imputed_from_region_mix
cg12374721	AC091179.3,AC091179.4;PRAC1;PRAC2	chr17	48722277	48722279	-	gene_body	False	30999.0	S_Shore		reference_real_stats	imputed_from_region_mix
cg16620382	TTBK1	chr6	43243474	43243476	+	5UTR_1stExon	False	39178.0	Island		reference_real_stats	imputed_from_region_mix
cg18267049	CYP2C23P,TPM4P1	chr10	100115270	100115272	-	TSS1500	True	-315.0	OpenSea		reference_real_stats	imputed_from_region_mix
cg27083087	VGLL4	chr3	11568764	11568766	-	gene_body	False	26452.0	N_Shore		reference_real_stats	imputed_from_region_mix
cg17098965	ZNF217	chr20	53582980	53582982	-	gene_body	False	9988.0	OpenSea		reference_real_stats	imputed_from_region_mix
cg12743248	EFCAB1	chr8	48724280	48724282	+	gene_body	False	10548.0	OpenSea		reference_real_stats	imputed_from_region_mix
cg04388226	LINC02393	chr12	127881485	127881487	-	TSS200	True	-1268.0	N_Shore		reference_real_stats	imputed_from_region_mix
cg02058408	SCDP1	chr17	20784367	20784369	-	TSS1500	True	-1279.0	OpenSea		reference_real_stats	imputed_from_region_mix
cg04425920	DRGX	chr10	49396471	49396473	+	gene_body	False	33182.0	N_Shore		reference_real_stats	imputed_from_region_mix
cg20072171	FEZF2	chr3	62371286	62371288	+	TSS1500	True	-1450.0	OpenSea		reference_real_stats	imputed_from_region_mix
cg00765705	NCOR2	chr12	124380583	124380585	+	gene_body	False	37882.0	S_Shelf		reference_real_stats	imputed_from_region_mix
cg13390867		chr9	84102522	84102524	+	5UTR_1stExon	False	15657.0	OpenSea		reference_real_stats	imputed_from_region_mix
cg17797940	FNDC3B	chr3	172041728	172041730	+	TSS1500	True	-1415.0	OpenSea		reference_real_stats	imputed_from_region_mix
cg26365545	OTP	chr5	77636190	77636192	-	gene_body	False	21436.0	Island		reference_real_stats	imputed_from_region_mix
cg13980454	AL132857.1,NKX2-1;SFTA3	chr14	36516699	36516701	+	TSS200	True	-784.0	S_Shelf		reference_real_stats	imputed_from_region_mix
cg15497761	AL713999.2,KRTCAP2;TRIM46	chr1	155174920	155174922	+	gene_body	False	26520.0	S_Shore		reference_real_stats	imputed_from_region_mix
cg06594404	AC092574.2	chr4	386606	386608	+	gene_body	False	37078.0	S_Shore		reference_real_stats	imputed_from_region_mix
cg18786593		chr2	156322218	156322220	-	intergenic	False	10226.0	S_Shore		reference_real_stats	imputed_from_region_mix
cg08070771	ZIC1,ZIC4	chr3	147407970	147407972	+	TSS1500	True	-752.0	S_Shore		reference_real_stats	imputed_from_region_mix
cg10558233	PDP1	chr8	93880384	93880386	+	TSS1500	True	-913.0	S_Shore		reference_real_stats	imputed_from_region_mix
cg09664373	LMF1	chr16	918218	918220	+	TSS200	True	-97.0	N_Shore		reference_real_stats	imputed_from_region_mix
cg07953015	SELENOW	chr19	47782064	47782066	-	gene_body	False	26896.0	N_Shore		reference_real_stats	imputed_from_region_mix
cg25247290	AL049692.2,AL049692.4;WT1-AS	chr11	32439665	32439667	+	gene_body	False	9316.0	Island		reference_real_stats	imputed_from_region_mix
cg00495860		chr21	36693223	36693225	-	TSS1500	True	-680.0	OpenSea		reference_real_stats	imputed_from_region_mix
cg20065768		chr16	29785363	29785365	-	gene_body	False	29754.0	OpenSea		reference_real_stats	imputed_from_region_mix
cg03713642	AC130466.1,HS3ST2	chr16	22813778	22813780	+	gene_body	False	26481.0	OpenSea		reference_real_stats	imputed_from_region_mix
cg00004421	AC016876.2,EIF4A1;SENP3;SENP3-EIF4A1	chr17	7571760	7571762	+	gene_body	False	16915.0	Island		reference_real_stats	imputed_from_region_mix
cg00098144		chr4	13523610	13523612	+	gene_body	False	6040.0	Island		reference_real_stats	imputed_from_region_mix
cg26783057	VAX1	chr10	117132158	117132160	-	intergenic	False	23122.0	Island		reference_real_stats	imputed_from_region_mix
cg11286063	AC244517.10,AC244517.11;PCDHB18P	chr5	141234286	141234288	+	gene_body	False	39702.0	S_Shore		reference_real_stats	imputed_from_region_mix
cg06315390	FAM118A	chr22	45309032	45309034	-	TSS1500	True	-933.0	OpenSea		reference_real_stats	imputed_from_region_mix
cg20370678	AC025048.1	chr17	60138935	60138937	+	TSS1500	True	-1274.0	Island		reference_real_stats	imputed_from_region_mix
cg11146691	AC008014.1,SLC38A4	chr12	46825953	46825955	-	intergenic	False	24845.0	N_Shelf		reference_real_stats	imputed_from_region_mix
cg25888561	ZNF32-AS3	chr10	43667618	43667620	+	intergenic	False	6625.0	S_Shore		reference_real_stats	imputed_from_region_mix
cg21116284	TGFBR3	chr1	91751323	91751325	+	TSS200	True	-1468.0	S_Shelf		reference_real_stats	imputed_from_region_mix
cg24471254	ACTL6B	chr7	100656168	100656170	+	gene_body	False	29064.0	N_Shelf		reference_real_stats	imputed_from_region_mix
cg16963144	FOXA2	chr20	22586337	22586339	+	TSS200	True	-1226.0	OpenSea		reference_real_stats	imputed_from_region_mix
cg22222413	TRAK1	chr3	42025303	42025305	+	gene_body	False	19503.0	N_Shore		reference_real_stats	imputed_from_region_mix
cg19507206		chr10	101284250	101284252	+	5UTR_1stExon	False	23318.0	Island		reference_real_stats	imputed_from_region_mix
cg02707176	PCDHGA1,PCDHGA10;PCDHGA2;PCDHGA3;PCDHGA4;PCDHGA5;PCDHGA6;PCDHGA7;PCDHGA8;PCDHGA9;PCDHGB1;PCDHGB2;PCDHGB3;PCDHGB4;PCDHGB5;PCDHGB6;PCDHGB7	chr5	141419190	141419192	-	5UTR_1stExon	False	35557.0	OpenSea		reference_real_stats	imputed_from_region_mix
cg24808280	CCDC181	chr1	169427629	169427631	+	TSS1500	True	-1300.0	Island		reference_real_stats	imputed_from_region_mix
cg18789918	AL355481.1,SLITRK1	chr13	83878858	83878860	+	gene_body	False	21511.0	OpenSea		reference_real_stats	imputed_from_region_mix
cg20386316	EYA1	chr8	71558746	71558748	-	TSS200	True	-298.0	N_Shore		reference_real_stats	imputed_from_region_mix
cg23049458	L1TD1	chr1	62194951	62194953	+	gene_body	False	11078.0	Island		reference_real_stats	imputed_from_region_mix
cg02467858	LRRC28,TTC23	chr15	99250695	99250697	-	TSS200	True	-268.0	Island		reference_real_stats	imputed_from_region_mix
cg23605961	PRKAR1B	chr7	711693	711695	+	5UTR_1stExon	False	29074.0	OpenSea		reference_real_stats	imputed_from_region_mix
cg21195256	AL049777.1,LINC01551	chr14	28775071	28775073	+	5UTR_1stExon	False	13108.0	OpenSea		reference_real_stats	imputed_from_region_mix
cg23906738	AL132857.1,NKX2-1;NKX2-1-AS1;SFTA3	chr14	36518095	36518097	-	TSS1500	True	-1278.0	S_Shore		reference_real_stats	imputed_from_region_mix
cg27549720	HTR6	chr1	19665673	19665675	-	TSS1500	True	-434.0	Island		reference_real_stats	imputed_from_region_mix
cg08958294	GRM1	chr6	146028994	146028996	+	gene_body	False	9910.0	Island		reference_real_stats	imputed_from_region_mix
cg15659132		chr6	26577107	26577109	+	5UTR_1stExon	False	23227.0	OpenSea		reference_real_stats	imputed_from_region_mix
cg00082219	FEV,LINC00608	chr2	218981576	218981578	+	5UTR_1stExon	False	1685.0	OpenSea		reference_real_stats	imputed_from_region_mix
cg06237543	ABR,AC016292.1	chr17	1180529	1180531	-	gene_body	False	30855.0	OpenSea		reference_real_stats	imputed_from_region_mix
cg23997263	AL034348.1,FUT9	chr6	96014937	96014939	-	gene_body	False	35079.0	S_Shelf		reference_real_stats	imputed_from_region_mix
cg23015917	SLC35D1	chr1	67019653	67019655	-	5UTR_1stExon	False	13508.0	S_Shore		reference_real_stats	imputed_from_region_mix
cg15645309	BATF	chr14	75522403	75522405	+	TSS200	True	-225.0	N_Shore		reference_real_stats	imputed_from_region_mix
cg12129796	AC083837.1	chr8	78840837	78840839	-	5UTR_1stExon	False	28527.0	S_Shore		reference_real_stats	imputed_from_region_mix
cg06719334	RBFOX1	chr16	7451306	7451308	-	5UTR_1stExon	False	21384.0	OpenSea		reference_real_stats	imputed_from_region_mix
cg21291134	APCS	chr1	159588721	159588723	-	TSS1500	True	-983.0	OpenSea		reference_real_stats	imputed_from_region_mix
cg04221117	CELF2	chr10	11164257	11164259	-	TSS200	True	-328.0	S_Shore		reference_real_stats	imputed_from_region_mix
cg05548130		chr10	129022501	129022503	-	TSS1500	True	-351.0	OpenSea		reference_real_stats	imputed_from_region_mix
cg27390627		chr1	242710916	242710918	+	gene_body	False	24362.0	N_Shore		reference_real_stats	imputed_from_region_mix
cg23107916		chr13	111901657	111901659	-	TSS1500	True	-235.0	S_Shore		reference_real_stats	imputed_from_region_mix
cg17656890		chr7	156062877	156062879	+	intergenic	False	7123.0	OpenSea		reference_real_stats	imputed_from_region_mix
cg11630939	AC129492.2	chr17	8057130	8057132	+	TSS200	True	-1150.0	N_Shore		reference_real_stats	imputed_from_region_mix
cg26579145	HS3ST2	chr16	22818369	22818371	+	intergenic	False	26319.0	OpenSea		reference_real_stats	imputed_from_region_mix
cg18450582	DYNC1I1	chr7	95917226	95917228	+	gene_body	False	35455.0	OpenSea		reference_real_stats	imputed_from_region_mix
cg26479667		chr5	3339466	3339468	+	gene_body	False	10204.0	N_Shore		reference_real_stats	imputed_from_region_mix
cg22511877	MYT1L	chr2	1939169	1939171	-	gene_body	False	6207.0	Island		reference_real_stats	imputed_from_region_mix
cg14555736	TMEM132C	chr12	128368436	128368438	+	gene_body	False	24375.0	OpenSea		reference_real_stats	imputed_from_region_mix
cg18362003	MIR100HG	chr11	122180921	122180923	-	gene_body	False	908.0	Island		reference_real_stats	imputed_from_region_mix
cg03441279	BCL9	chr1	147612149	147612151	-	gene_body	False	29585.0	OpenSea		reference_real_stats	imputed_from_region_mix
cg08513547	ZNF300P1	chr5	150943995	150943997	-	TSS200	True	-1191.0	N_Shore		reference_real_stats	imputed_from_region_mix
cg22348992	CHRNA4	chr20	63348210	63348212	-	gene_body	False	14516.0	Island		reference_real_stats	imputed_from_region_mix
cg18221016	HMCN1	chr1	185965118	185965120	-	TSS1500	True	-8.0	OpenSea		reference_real_stats	imputed_from_region_mix
cg23253309	AJ011931.1,AJ011931.2;PCBP3	chr21	45872338	45872340	+	5UTR_1stExon	False	34963.0	N_Shore		reference_real_stats	imputed_from_region_mix
cg18166959	AL512328.1	chr1	230744337	230744339	+	TSS1500	True	-869.0	N_Shore		reference_real_stats	imputed_from_region_mix
cg18705861	AC025043.1,CTDSPL2	chr15	44426197	44426199	-	intergenic	False	18819.0	OpenSea		reference_real_stats	imputed_from_region_mix
cg27632318	RGS7	chr1	240869178	240869180	+	TSS200	True	-359.0	Island		reference_real_stats	imputed_from_region_mix
cg26765743	MIR646HG	chr20	60472429	60472431	-	5UTR_1stExon	False	27934.0	S_Shore		reference_real_stats	imputed_from_region_mix
cg14215310	DLGAP2	chr8	1466021	1466023	+	5UTR_1stExon	False	10363.0	S_Shore		reference_real_stats	imputed_from_region_mix
cg11785980	RIMBP2	chr12	130638433	130638435	+	TSS200	True	-210.0	Island		reference_real_stats	imputed_from_region_mix
cg10013324	RBFOX1	chr16	6285192	6285194	-	TSS200	True	-830.0	OpenSea		reference_real_stats	imputed_from_region_mix
cg22347967		chr12	127757428	127757430	-	TSS200	True	-717.0	OpenSea		reference_real_stats	imputed_from_region_mix
cg15700197	AL513323.1,OR10J1	chr1	159439416	159439418	-	TSS200	True	-673.0	OpenSea		reference_real_stats	imputed_from_region_mix
cg10578996	AC011524.2,LINC00906	chr19	28964965	28964967	-	intergenic	False	2703.0	OpenSea		reference_real_stats	imputed_from_region_mix
cg18023455	VWC2,ZPBP	chr7	49855067	49855069	-	TSS1500	True	-762.0	Island		reference_real_stats	imputed_from_region_mix
cg26429674	CDH4	chr20	61895210	61895212	+	5UTR_1stExon	False	38346.0	N_Shore		reference_real_stats	imputed_from_region_mix
cg09633240	AC010601.1,AC091489.1	chr16	18041809	18041811	+	intergenic	False	32417.0	S_Shore		reference_real_stats	imputed_from_region_mix
cg27403658	CDK14	chr7	90706488	90706490	-	gene_body	False	26569.0	Island		reference_real_stats	imputed_from_region_mix
cg00297966	NSMCE2	chr8	125174466	125174468	+	TSS200	True	-729.0	OpenSea		reference_real_stats	imputed_from_region_mix
cg10956848	AL117329.1,LINC00898	chr22	47631891	47631893	+	gene_body	False	35261.0	Island		reference_real_stats	imputed_from_region_mix
cg17520909	CRP	chr1	159714064	159714066	+	TSS1500	True	-599.0	OpenSea		reference_real_stats	imputed_from_region_mix
cg17463633	AL359924.1	chr1	237861162	237861164	-	gene_body	False	23881.0	OpenSea		reference_real_stats	imputed_from_region_mix
cg27518240	LINC02817	chr1	221337011	221337013	+	5UTR_1stExon	False	25683.0	Island		reference_real_stats	imputed_from_region_mix
cg06974428	PIP4K2A	chr10	22683369	22683371	+	gene_body	False	28203.0	Island		reference_real_stats	imputed_from_region_mix
cg12107530		chr10	131993353	131993355	+	5UTR_1stExon	False	16281.0	S_Shelf		reference_real_stats	imputed_from_region_mix
cg05968010	UTP25	chr1	209827537	209827539	-	TSS200	True	-804.0	Island		reference_real_stats	imputed_from_region_mix
cg21959598	VOPP1	chr7	55570025	55570027	-	5UTR_1stExon	False	36080.0	Island		reference_real_stats	imputed_from_region_mix
cg20972294	OPCML	chr11	133136023	133136025	+	intergenic	False	23798.0	Island		reference_real_stats	imputed_from_region_mix
cg11751344	AC103409.1	chr8	91610363	91610365	-	TSS1500	True	-1154.0	N_Shore		reference_real_stats	imputed_from_region_mix
cg22963629	ADCYAP1R1	chr7	31107726	31107728	-	intergenic	False	38264.0	OpenSea		reference_real_stats	imputed_from_region_mix
cg21974506	COL11A2	chr6	33173513	33173515	+	TSS200	True	-1188.0	Island		reference_real_stats	imputed_from_region_mix
cg05384697	TMEM132D	chr12	129849463	129849465	+	TSS1500	True	-1454.0	Island		reference_real_stats	imputed_from_region_mix
cg10699171	RIPOR2	chr6	24936736	24936738	-	intergenic	False	33459.0	N_Shore		reference_real_stats	imputed_from_region_mix
cg19368016	CELF2	chr10	11145800	11145802	-	gene_body	False	25249.0	S_Shore		reference_real_stats	imputed_from_region_mix
cg23279503	UNC5D	chr8	35791497	35791499	+	gene_body	False	39228.0	N_Shelf		reference_real_stats	imputed_from_region_mix
cg12072262		chr10	127581088	127581090	-	5UTR_1stExon	False	4934.0	Island		reference_real_stats	imputed_from_region_mix
cg15811568	AC063926.1,RIMBP2	chr12	130420300	130420302	-	gene_body	False	7582.0	Island		reference_real_stats	imputed_from_region_mix
cg07944396	RBFOX1	chr16	7332512	7332514	+	TSS1500	True	-263.0	OpenSea		reference_real_stats	imputed_from_region_mix
cg21789085	MIR7160,MYOM2	chr8	2076513	2076515	+	TSS1500	True	-57.0	OpenSea		reference_real_stats	imputed_from_region_mix
cg07568841	ZNRF2	chr7	30323164	30323166	-	TSS200	True	-1486.0	S_Shore		reference_real_stats	imputed_from_region_mix
cg11735242	LINC01646	chr1	4583969	4583971	-	gene_body	False	31004.0	N_Shore		reference_real_stats	imputed_from_region_mix
cg11388664	CADM3	chr1	159170581	159170583	+	gene_body	False	24180.0	N_Shore		reference_real_stats	imputed_from_region_mix
cg13130398	RABGAP1L	chr1	174875258	174875260	-	gene_body	False	4076.0	S_Shore		reference_real_stats	imputed_from_region_mix
cg06288900	AC093516.1,HS3ST4	chr16	25856817	25856819	+	TSS200	True	-764.0	Island		reference_real_stats	imputed_from_region_mix
cg17144184	AC103758.1	chr8	142140137	142140139	-	TSS1500	True	-1133.0	OpenSea		reference_real_stats	imputed_from_region_mix
cg11686819		chr5	2136965	2136967	+	TSS1500	True	-1043.0	N_Shore		reference_real_stats	imputed_from_region_mix
cg05502478	MCF2L2	chr3	183193771	183193773	-	gene_body	False	3570.0	OpenSea		reference_real_stats	imputed_from_region_mix
cg08443563	AC017002.3,ANAPC1	chr2	111699233	111699235	-	gene_body	False	20128.0	S_Shore		reference_real_stats	imputed_from_region_mix
cg25601879	LINC02646	chr10	130359535	130359537	-	TSS1500	True	-530.0	OpenSea		reference_real_stats	imputed_from_region_mix
cg07196505	RBFOX1	chr16	7515834	7515836	+	5UTR_1stExon	False	28669.0	Island		reference_real_stats	imputed_from_region_mix
cg23230830	CR589904.2,LYPD8	chr1	248739798	248739800	+	TSS1500	True	-1264.0	OpenSea		reference_real_stats	imputed_from_region_mix
cg22039357	C1orf21	chr1	184419540	184419542	+	5UTR_1stExon	False	23822.0	Island		reference_real_stats	imputed_from_region_mix
cg25724842	PACRG	chr6	163153531	163153533	-	gene_body	False	19074.0	N_Shore		reference_real_stats	imputed_from_region_mix
cg08985530	LINC02464	chr12	77300264	77300266	-	intergenic	False	3211.0	OpenSea		reference_real_stats	imputed_from_region_mix
